id,name,description,address,city,state,zip,phone,email,website,hours,eligibility,languages,categories,accessibility,source_url,search_category,search_zip
df6a6378de7b5890,Elder/Dependent Adult Abuse Reporting - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Elder/Dependent Adult Abuse Reporting 49 Matching Service Providers Refine Results - Select - No Filter Native American Community COMMUNITY LIVING CASE MANAGEMENT COMMUNITY LIVING CASE MANAGEMENT COOS COUNTY OFFICE ADULT PROTECTIVE SERVICES Print & Share X Print & Share Print PDF Investigates allegations of abuse due to physical harm or injury, financial exploitation, verbal or emotional abuse, involuntary seclusion, wrongful restraint, unwanted sexual contact, abandonment by the caregiver, failure to provide basic care or self-neglect (when individuals lack the cognitive ability to care for themselves, which can lead to harm). 3030 Broadway Suite A North Bend, OR 97459 Eligibility: Age 18 and older with intellectual and developmental disabilities Hours: Monday-Friday 8am-4:30pm. Statewide abuse reporting hotline voicemail available 24 hours per day / 7 days per week. (541) 266-7300 12 Get Directions Visit Website More Details COMMUNITY LIVING CASE MANAGEMENT COMMUNITY LIVING CASE MANAGEMENT CURRY COUNTY OFFICE ADULT PROTECTIVE SERVICES Print & Share X Print & Share",,,,,(541) 266-7300,,https://gethelp.211info.org/get-help/diverse-populations/elder-dependent-adult-abuse-reporting/,,,,"eligibility, hours, mental health, program, service, shelter, transportation",,https://gethelp.211info.org/get-help/diverse-populations/elder-dependent-adult-abuse-reporting/,,
0109be55247374b0,Early Intervention for Children with Disabilities/Delays * African American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Early Intervention for Children with Disabilities/Delays * African American Community 1 Matching Service Providers Refine Results - Select - African American Community Deafness Print & Share All Results X Print & Share Print PDF BLACK PARENT INITIATIVE SAWUBONA Print & Share X Print & Share Print PDF Provides culturally specific services and information to promote optimal health. On site food and child care are available for scheduled events. Direct services include: -Parenting support and educational services aimed at mobilizing Black parents to ensure their children achieve educational excellence -Employment services: development, placement, and support -Family Literacy and STEAM fairs -Cultivating Culture: Gardening and healthy eating program -Advocacy for African American families with young children in need of early intervention/early childhood special education -Parent University classes and experiences focused on: Parental engagement in children's education, effective parenting, and all areas of optimal health (intellectual, physical, emotional, spiritual, soc",,,,,(503) 284-8000,,https://gethelp.211info.org/get-help/diverse-populations/early-intervention-for-children-with-disabilities-delays-african-american-community/,,,,"eligibility, food, hours, program, service",,https://gethelp.211info.org/get-help/diverse-populations/early-intervention-for-children-with-disabilities-delays-african-american-community/,,
7db1c6baceb2a97e,Early Intervention for Children With Disabilities/Delays - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Early Intervention for Children With Disabilities/Delays 29 Matching Service Providers 211INFO 211INFO MATERNAL AND CHILD HEALTH PROGRAM Print & Share X Print & Share Print PDF 211info's Maternal and Child Health Program provides specialized information, referral, and follow-up services to individuals and family members of all genders covering needs and questions related to pregnancy, maternal and child health, sexual and reproductive health, and women's health across the life span, including resources for women with breast cancer. Eligibility: Unrestricted Hours: Monday-Friday 8am-6pm Email 211 Visit Website More Details BLACK PARENT INITIATIVE SAWUBONA Print & Share X Print & Share Print PDF Provides culturally specific services and information to promote optimal health. On site food and child care are available for scheduled events. Direct services include: -Parenting support and educational services aimed at mobilizing Black parents to ensure their children achieve educational excellence -Employment services: development, placement, and support -Family Literacy a",,,,,(503) 284-8000,,https://gethelp.211info.org/get-help/diverse-populations/early-intervention-for-children-with-disabilities-delays/,,,,"eligibility, food, hours, mental health, phone, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/early-intervention-for-children-with-disabilities-delays/,,
b7987a0b4184d984,Early Head Start * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Early Head Start * Native American Community 3 Matching Service Providers Refine Results - Select - Native American Community Migrants Print & Share All Results X Print & Share Print PDF CONFEDERATED TRIBES OF GRAND RONDE EARLY HEAD START Print & Share X Print & Share Print PDF Tribal Early Head Start is a home visiting program that promotes healthy birth outcomes, enhanced child development, and positive parenting skills. Services include home visits, socializations (where parents and their children meet with other children and their parents), parenting classes, goal setting and supports, and opportunities for parents to network. Early head start also includes center based services for infants and toddlers ages 12 weeks to 3 years of age. Center based classrooms follow Early Head Start curriculum. 9615 Grand Ronde Road Grand Ronde, OR 97347 Eligibility: Pregnant individuals and families with infants and children ages 0-3. Families with incomes at or below 100% federal poverty level are eligible. Children in foster care, homeless children, and children from families",,,,,(503) 879-2275,,https://gethelp.211info.org/get-help/diverse-populations/early-head-start-native-american-community/,,,,"eligibility, hours, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/early-head-start-native-american-community/,,
a0c2be5e0d195880,Domestic Violence Hotlines * Native American Community - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Domestic Violence Hotlines * Native American Community 3 Matching Service Providers Refine Results - Select - Deafness LGBTQ2+ Issues Native American Community Print & Share All Results X Print & Share Print PDF CONFEDERATED TRIBES OF THE COOS, LOWER UMPQUA, AND SIUSLAW INDIANS GOVERNMENT OFFICE CIRCLES OF HEALING Print & Share X Print & Share Print PDF Provides advocacy, information and referrals, support groups, and a crisis line. 1245 Fulton Avenue Coos Bay, OR 97420 Eligibility: Survivors of domestic and intimate partner violence, sexual assault, stalking, and human trafficking. Hours: Hotline: 24 hours per day / 7 days per week Office: Monday-Friday 8am-5pm Email (541) 808-8152 Get Directions Visit Website More Details CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION FAMILY VIOLENCE SERVICES Print & Share X Print & Share Print PDF Helps survivors of domestic/intimate partner violence, sexual assault, rape, stalking, teen dating violence, and elder abuse with safety planning and guidance through the justice systems (Tribal, state, and federal). 46411 Timine",,,,,(541) 808-8152,,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-native-american-community/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-native-american-community/,,
66e6d1312ef12556,Domestic Violence Support Groups * LGBTQ2+ Issues - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Domestic Violence Support Groups * LGBTQ2+ Issues 1 Matching Service Providers Print & Share All Results X Print & Share Print PDF BRADLEY ANGLE MARTHA'S FOLX Print & Share X Print & Share Print PDF Offers confidential services such as support groups, resource referrals, safety planning, shelter and housing assistance, and basic needs assistance. Also offers related classes and workshops. Eligibility: Self-identified LGBTQ2+ folks of all genders who have experienced or are experiencing intimate partner violence Hours: Monday-Friday 10am-4pm; by appointment only Email (503) 232-1528 305 Visit Website More Details No Mapping Information Available",,,,,(503) 232-1528,,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-support-groups-lgbtq2-issues/,,,,"eligibility, hours, housing, service, shelter",,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-support-groups-lgbtq2-issues/,,
49d6c096893775e5,Early Head Start * Migrants - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Early Head Start * Migrants 24 Matching Service Providers Refine Results - Select - Native American Community Migrants FIND CHILDCARE OREGON FIND CHILD CARE OREGON Print & Share X Print & Share Print PDF Helps families locate child care through referrals and provides resources to help make informed decisions about child care needs. 211info is available to provide families referrals to support their child care search, or families can conduct their own search on the website. Website Eligibility: Parents/caregivers of children up to age 18 Hours: Monday-Friday 7am-11pm, Saturday-Sunday 8am-8pm Email 211 Visit Website More Details OREGON CHILD DEVELOPMENT COALITION ANDERSON CENTER MIGRANT SEASONAL HEAD START Print & Share X Print & Share Print PDF Migrant and Seasonal Head Start programs provide education, health, nutrition, social services, and additional support, including developmental screening and is available for migrant children while their parents work in the fields. The program helps preschoolers develop the language, reading, and math skills they need to be suc",,,,,(503) 663-0896,,https://gethelp.211info.org/get-help/diverse-populations/early-head-start-migrants/,,,,"eligibility, hours, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/early-head-start-migrants/,,
0932420ab0d03903,Disease/Disability Information * AIDS/HIV - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disease/Disability Information * AIDS/HIV 1 Matching Service Providers Refine Results - Select - No Filter Children and Youth With Disabilities/Health Conditions AIDS/HIV Print & Share All Results X Print & Share Print PDF CAREASSIST Print & Share X Print & Share Print PDF Provides assistance paying for insurance premiums, prescriptions, and medical service co-pays. Assists with 100% payments for a limited number of medical services and medications necessary for HIV treatment for uninsured persons. 800 NE Oregon Street #1105 Portland, OR 97232 Eligibility: HIV positive Oregonians with income up to 550% Federal Poverty Level (FPL) Hours: Monday-Friday 8am-5pm by appointment only Email (971) 673-0144 Get Directions Visit Website More Details CAREASSIST CAREASSIST",,,,,(971) 673-0144,,https://gethelp.211info.org/get-help/diverse-populations/disease-disability-information-aids-hiv/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/diverse-populations/disease-disability-information-aids-hiv/,,
f15cc4e382d0e207,Domestic Violence Hotlines * LGBTQ2+ Issues - 211info,- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Domestic Violence Hotlines * LGBTQ2+ Issues 0 Matching Service Providers No Mapping Information Available,,,,,,,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-lgbtq2-issues/,,,,service,,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-lgbtq2-issues/,,
2666c06ad7834b91,Domestic Violence Hotlines * Deafness - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Domestic Violence Hotlines * Deafness 1 Matching Service Providers Refine Results - Select - Deafness LGBTQ2+ Issues Native American Community Print & Share All Results X Print & Share Print PDF NATIONAL DOMESTIC VIOLENCE HOTLINE Print & Share X Print & Share Print PDF Provides confidential and anonymous crisis intervention, education, safety planning, and local referrals to anyone affected by intimate partner violence. Advocates have access to a database of local service providers and national resources throughout country. Offers dedicated hotlines for deaf, deafblind, or hard of hearing individuals. Eligibility: Unrestricted Hours: 24 hours per day / 7 days per week (800) 799-7233 1-800-799 Visit Website More Details No Mapping Information Available",,,,,(800) 799-7233,,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-deafness/,,,,"eligibility, hours, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/domestic-violence-hotlines-deafness/,,
35af653ad32dac5e,Disease/Disability Information - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disease/Disability Information 12 Matching Service Providers Refine Results - Select - No Filter Children and Youth With Disabilities/Health Conditions AIDS/HIV OREGON FAMILY TO FAMILY HEALTH INFORMATION CENTER Print & Share X Print & Share Print PDF Operates a call-in center for family members of children and youth with special needs and chronic health conditions (developmental and emotional disabilities, behavioral problems, and chronic physical illnesses) and professionals who serve them. The center specializes in providing information and resources related to health information, health care access, and special needs systems and supports. All calls are confidential. Families may also request to be placed on an email list to receive monthly correspondence about issues of importance to children and youth with special needs in Oregon. 707 SW Gaines Street Portland, OR 97239 Eligibility: Family members of individuals age 26 and younger with special physical, emotional, behavioral, or mental health needs, including those who are at risk or suspected of having a special",,,,,(833) 990-9930,,https://gethelp.211info.org/get-help/diverse-populations/disease-disability-information/,,,,"eligibility, hours, mental health, program, resources, service",,https://gethelp.211info.org/get-help/diverse-populations/disease-disability-information/,,
8aafa87f76787e06,Disability Savings Accounts - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Savings Accounts 1 Matching Service Providers Print & Share All Results X Print & Share Print PDF OREGON STATE TREASURY UPWARD OREGON Print & Share X Print & Share Print PDF Helps people save for education, retirement, and disability-related expenses. Programs are managed by the Oregon State Treasury and overseen by the Oregon 529 Savings Board or the Oregon Retirement Savings Board. The Oregon ABLE Savings Plan helps people with disabilities and their families save money without risking eligibility for important government benefits. Embark helps families save for college and job training, making higher education and career training more accessible for Oregon residents. OregonSaves provides a way for workers to save for retirement. Employees are automatically enrolled through their employer but can choose to opt in or out at any time. Visit the website for current program details and timelines. 867 Hawthorne Avenue SE Salem, OR 97301 Eligibility: Varies by service Hours: Oregon ABLE Savings Plan: Monday-Friday 6am-5pm Embark: Monday-Friday 6am-5pm OregonSa",,,,,(503) 378-4000,,https://gethelp.211info.org/get-help/diverse-populations/disability-savings-accounts/,,,,"eligibility, hours, program, service",,https://gethelp.211info.org/get-help/diverse-populations/disability-savings-accounts/,,
d4e61166c0068ab0,Disability Related Sports - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Related Sports 4 Matching Service Providers Print & Share All Results X Print & Share Print PDF EUGENE FAMILY YMCA U CAN GYM Print & Share X Print & Share Print PDF Operates on referrals by physicians for individuals with physical mobility challenges to strengthen or condition themselves in a gym. Personal attendants may accompany the individual; some staff is available. A special weight room with equipment designed for wheelchairs is available. 600 E 24th Avenue Eugene, OR 97405 Eligibility: Unrestricted Hours: No standard hours Email (541) 686-9622 Get Directions Visit Website More Details JACKSON STREET YOUTH SERVICES TOPSOCCER Print & Share X Print & Share Print PDF Offers a peer supportive, safe, and inclusive soccer environment that focuses on player development, skill building, and fun rather than competition. Held at various locations in Albany and Corvallis. 225 SW 4th Street Corvallis, OR 97333 Eligibility: Ages 8-18 with intellectual, emotional, or physical disabilities Hours: Varies Email (541) 223-8844 Get Directions Visit Website More Details",,,,,(541) 686-9622,,https://gethelp.211info.org/get-help/diverse-populations/disability-related-sports/,,,,"eligibility, hours, program, service",,https://gethelp.211info.org/get-help/diverse-populations/disability-related-sports/,,
607e4b36d26bf18c,Disability Rights Groups * Blindness - 211info,"- Radius - 5 Miles 10 Miles 25 Miles 50 Miles 100 Miles Search by Provider Name > New Search > Diverse Populations > Disability Rights Groups * Blindness 6 Matching Service Providers Refine Results - Select - No Filter Blindness Print & Share All Results X Print & Share Print PDF NATIONAL FEDERATION OF THE BLIND Print & Share X Print & Share Print PDF Helps individuals achieve independence and equality by providing information and referral, employment information, literature, scholarship programs, and a blindness-related adaptive equipment store. The Free White Cane Program provides rigid fiberglass canes. 200 E Wells Street Baltimore, MD 21230 Eligibility: -Primarily blind and visually impaired individuals, but sighted persons may also join -Free White Cane Program: Must be blind or visually impaired, must be requesting the cane for personal use, and it must have been more than 6 months since a previous white cane request Hours: Varies by chapter National office: Monday-Friday 5am-2pm Email (541) 653-9153 Get Directions Visit Website More Details OREGON COMMISSION FOR THE BLIND EUGENE FIELD OFFICE Print & Share X Print & Share Print PDF Provides vocational rehabilitation, independ",,,,,(541) 653-9153,,https://gethelp.211info.org/get-help/diverse-populations/disability-rights-groups-blindness/,,,,"eligibility, hours, program, service",,https://gethelp.211info.org/get-help/diverse-populations/disability-rights-groups-blindness/,,
