source_run,id,name,description,address,city,state,zip,phone,email,website,hours,eligibility,languages,categories,accessibility,source_url,search_category,search_zip,source,processed_at,provider_name,program_name
,0ce7cf31d5776b2a,WARRENTON FIRST BAPTIST CHURCH CHILDREN'S CLOTHING BANK,"Offers gently used clothing with sizes for infants through sixth grade. Accepts donations of new car seats, gently used toys, and children's clothing.","30 NE 1st Street Warrenton, OR 97146",Street Warrenton,OR,97146,(503) 791-7522,,https://gethelp.211info.org/get-help/basic-needs/baby-clothing/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/baby-clothing/,,,agentic_reextract_v2,2026-05-03T09:57:31.562377,WARRENTON FIRST BAPTIST CHURCH CHILDREN'S CLOTHING BANK,
,f8e670deaa56e682,CASCADE AIDS PROJECT TOD'S CORNER,"Provides clothing, household goods (including kitchen items), bedding and linens, and other items. Accepts donations of men's clothing, kitchenware, small appliances, bedding and linens, and bathroom supplies.","10202 SE 32nd Avenue Suite 601 Milwaukie, OR 97222",Milwaukie,OR,97222,(503) 349-4699,,https://gethelp.211info.org/get-help/basic-needs/bedding-linen-aids-hiv/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/bedding-linen-aids-hiv/,,,agentic_reextract_v2,2026-05-03T09:57:31.515131,CASCADE AIDS PROJECT TOD'S CORNER,
,8f84270f81db184e,ST VINCENT DE PAUL OF LANE COUNTY EUGENE SERVICE STATION,"Offers a day center. Services include laundry facilities, showers, meals, phone access, voicemail services, clothing, blankets, personal care supplies, job search assistance, and information and referral to other services. Visitors can use indoor, climate-controlled seating and outdoor, shaded picnic tables.","450 Highway 99 N Eugene, OR 97402",N Eugene,OR,97402,(541) 689-6747,,https://gethelp.211info.org/get-help/basic-needs/bedding-linen-homelessness-issues/,,,,"eligibility, hours, phone, service",,https://gethelp.211info.org/get-help/basic-needs/bedding-linen-homelessness-issues/,,,agentic_reextract_v2,2026-05-03T09:57:31.520274,ST VINCENT DE PAUL OF LANE COUNTY EUGENE SERVICE STATION,
,88bbc25e67034e20,WITH LOVE RESOURCE FAMILY SUPPORT,"Provides new and gently used clothing, shoes, toys, books, and supplies. Delivery is available to those living within 30 minutes of the Tigard facility. Scheduled pick-ups at the Tigard facility are available for others, Monday-Friday. There are textured hair care classes for transracial resource parents.","14555 SW 74th Avenue Tigard, OR 97224",Avenue Tigard,OR,97224,,,https://gethelp.211info.org/get-help/basic-needs/bedding-linen/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/bedding-linen/,,,agentic_reextract_v2,2026-05-03T09:57:31.612989,WITH LOVE RESOURCE FAMILY SUPPORT,
,484e40b491de3c2d,WITH LOVE RESOURCE FAMILY SUPPORT,"Provides new and gently used clothing, shoes, toys, books, and supplies. Delivery is available to those living within 30 minutes of the Tigard facility. Scheduled pick-ups at the Tigard facility are available for others, Monday-Friday. There are textured hair care classes for transracial resource parents.","14555 SW 74th Avenue Tigard, OR 97224",Avenue Tigard,OR,97224,,,https://gethelp.211info.org/get-help/basic-needs/childrens-clothing-foster-children/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/childrens-clothing-foster-children/,,,agentic_reextract_v2,2026-05-03T09:57:31.467279,WITH LOVE RESOURCE FAMILY SUPPORT,
,f1b195c3b593d8dd,WITH LOVE RESOURCE FAMILY SUPPORT,"Provides new and gently used clothing, shoes, toys, books, and supplies. Delivery is available to those living within 30 minutes of the Tigard facility. Scheduled pick-ups at the Tigard facility are available for others, Monday-Friday. There are textured hair care classes for transracial resource parents.","14555 SW 74th Avenue Tigard, OR 97224",Avenue Tigard,OR,97224,,,https://gethelp.211info.org/get-help/basic-needs/childrens-clothing/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/childrens-clothing/,,,agentic_reextract_v2,2026-05-03T09:57:31.513990,WITH LOVE RESOURCE FAMILY SUPPORT,
,405769b1334cd34b,UPPER ROGUE COMMUNITY CENTER URCC THRIFT STORE,"The thrift store provides a resource for clothing, household items, books and games, bedding, and other items donated by community members at a low cost. Also provides clothing vouchers and accepts donations.","22465 Highway 62 Shady Cove, OR 97539",Shady Cove,OR,97539,(541) 299-8198,,https://gethelp.211info.org/get-help/basic-needs/clothing-vouchers/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/clothing-vouchers/,,,agentic_reextract_v2,2026-05-03T09:57:31.455154,UPPER ROGUE COMMUNITY CENTER URCC THRIFT STORE,
,ac8641526353148b,XFINITY INTERNET ESSENTIALS,"Provides low-cost internet connection, computers, and an online learning center offering basic skills, online safety and security tips, resources, and internet classes.","1701 John F Kennedy Boulevard Philadelphia, PA 19103",John F Kennedy Boulevard Philadelphia,PA,19103,(855) 846-8376,,https://gethelp.211info.org/get-help/basic-needs/discounted-internet-service/,,,,"eligibility, hours, housing, program, resources",,https://gethelp.211info.org/get-help/basic-needs/discounted-internet-service/,,,agentic_reextract_v2,2026-05-03T09:57:30.984871,XFINITY INTERNET ESSENTIALS,
,596f1ead7fce4f90,OREGON PUBLIC UTILITY COMMISSION TRIBAL PROGRAMS,"Offers a reduction in the monthly cost or installation of phone or broadband service. The Tribal Lifeline program offers a $25 discount per month. The Tribal Link Up program provides a one-time discount of up to $100 on the initial installation or activation of wireline or wireless phone service. Federal and state regulations limit the Lifeline benefit to one person per household for phone or high-speed internett service. 201 High Street SE Suite 100 Salem, OR 973013398",,,,,(503) 373-7171,,https://gethelp.211info.org/get-help/basic-needs/discounted-telephone-service/,,,,"eligibility, hours, housing, phone, program, service",,https://gethelp.211info.org/get-help/basic-needs/discounted-telephone-service/,,,agentic_reextract_v2,2026-05-03T09:57:30.953645,OREGON PUBLIC UTILITY COMMISSION TRIBAL PROGRAMS,
,7e19ce9cc68bde52,PAWS ANIMAL SHELTER ANIMAL SERVICES,"Provides a no-kill animal shelter specializing in care for orphaned, homeless, and newborn animals. Animals are screened for diseases on intake. Offers adoption and foster opportunities. The shelter has limited capacity and services may not always be available. In these instances, shelter staff may still be able to provide information or assist in directing to other available services in the community.",,,,,(503) 650-0855,,https://gethelp.211info.org/get-help/basic-needs/foster-care-temporary-shelter-for-animals/,,,,"eligibility, hours, intake, service, shelter",,https://gethelp.211info.org/get-help/basic-needs/foster-care-temporary-shelter-for-animals/,,,agentic_reextract_v2,2026-05-03T09:57:28.681539,PAWS ANIMAL SHELTER ANIMAL SERVICES,
,cfc079f2c4984af5,SAFETY CENTER,"Dedicated to reducing preventable injuries in children by providing education, training, and a variety of childproofing equipment, safety gates, helmets, and protective gear at below-retail prices. The Tom Sargent Safety Center offers a weekday car seat inspection station by appointment at Doernbecher Children's Hospital. Certified child passenger safety technicians are available to inspect car seats and provide hands-on advice. Low-cost car seats are available for purchase for those who qualify. Can connect families to local car seat and child safety resources if they are outside of the Metro area. Portland Metro only: Can do virtual car seat inspections. The Kohl's Foundation, in partnership with DCH Tom Sargent Safety Center, is supporting a Safe Sleep Program. Through the Cribs for Kids Program, cribs and accompanying sheets are available at a reduced cost for qualifying low-income families. The goal is to help families provide a safe sleep area for their child to reduce SUID and other accidental, sleep-related infant deaths. Halo Sleep Sacks and Swaddlers are also available for purchase.","700 SW Campus Drive Portland, OR 97239",SW Campus Drive Portland,OR,97239,(503) 418-5666,,https://gethelp.211info.org/get-help/basic-needs/furniture-infants-toddlers/,,,,"eligibility, hours, program, resources",,https://gethelp.211info.org/get-help/basic-needs/furniture-infants-toddlers/,,,agentic_reextract_v2,2026-05-03T09:57:31.361965,OHSU DOERNBECHER CHILDREN'S HOSPITAL TOM SARGENT,SAFETY CENTER
,e7cef6b76e957709,211INFO MATERNAL AND CHILD HEALTH PROGRAM,"211info's Maternal and Child Health Program provides specialized information, referral, and follow-up services to individuals and family members of all genders covering needs and questions related to pregnancy, maternal and child health, sexual and reproductive health, and women's health across the life span, including resources for women with breast cancer.",,,,,,,https://gethelp.211info.org/get-help/basic-needs/furniture-newborns/,,,,"eligibility, hours, program, resources, service",,https://gethelp.211info.org/get-help/basic-needs/furniture-newborns/,,,agentic_reextract_v2,2026-05-03T09:57:31.358287,211INFO MATERNAL AND CHILD HEALTH PROGRAM,
,38ef6f207dde6d85,YAMHILL COMMUNITY CARE FLEXIBLE SERVICES,"Flexible Services or ""flex funds,"" are non-covered services offered in addition to the covered benefits of the Oregon Health Plan (OHP) through Coordinated Care Organizations (CCOs) to improve care delivery and overall member health and well-being. Eligibility for services is determined by the CCO. Services can include but are not limited to: -Housing support (rent assistance, rental deposit assistance [requires move-in date], utility bills, housing programs for women and children) -Temporary motel stays (For individuals being discharged from the hospital; experiencing an extreme weather event; has a set move-in date for a new home and needs a temporary place to stay before then; or actively fleeing a domestic violence situation.) -Electronics such as cellphones, computers, and other communication devices -Specific educational materials and/or classes -Family and home resources (ex. items for child health and safety, parenting programs, household appliances, climate devices) -Gym memberships and exercise classes/equipment -Health and substance use prevention support All flexible services are determined on a case-by-case basis by the CCO. HRS are NOT intended to address emergency si",,,,,(855) 722-8205,,https://gethelp.211info.org/get-help/basic-needs/furniture/,,,,"address, eligibility, hours, housing, phone, program, resources, service",,https://gethelp.211info.org/get-help/basic-needs/furniture/,,,agentic_reextract_v2,2026-05-03T09:57:31.431982,YAMHILL COMMUNITY CARE FLEXIBLE SERVICES,
,743e9e563dac730a,SOUTH LINCOLN RESOURCES APPLIANCES FURNITURE AND DURABLE MEDICAL EQUIPMENT,"Provides previously used durable medical equipment, such as hospital beds, wheelchairs, walkers, crutches, canes, commodes, and toilet risers, as well as furniture and appliances. Donations are accepted.","3710 Crestline Drive Waldport, OR 97394",Crestline Drive Waldport,OR,97394,(541) 563-3710,,https://gethelp.211info.org/get-help/basic-needs/general-appliance-provision/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/general-appliance-provision/,,,agentic_reextract_v2,2026-05-03T09:57:28.867750,SOUTH LINCOLN RESOURCES APPLIANCES FURNITURE AND DURABLE MEDICAL EQUIPMENT,
,d47e2d8f3f6b8bbe,CASCADE AIDS PROJECT TOD'S CORNER,"Provides clothing, household goods (including kitchen items), bedding and linens, and other items. Accepts donations of men's clothing, kitchenware, small appliances, bedding and linens, and bathroom supplies.","10202 SE 32nd Avenue Suite 601 Milwaukie, OR 97222",Milwaukie,OR,97222,(503) 349-4699,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-aids-hiv/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-aids-hiv/,,,agentic_reextract_v2,2026-05-03T09:57:28.864781,CASCADE AIDS PROJECT TOD'S CORNER,
,eca589dc0e18a0ed,NEW AVENUES FOR YOUTH YOUTH OPPORTUNITY CENTER ALBA COLLABORATIVE,"Provides short-term emergency shelter, mentorship, family mediation, resource referrals, and support with basic needs, including food, clothing, showers, and hygiene supplies with a focus on LGBTQIA2S+ youth.","470 SE 165th Avenue Portland, OR 97233",Avenue Portland,OR,97233,(971) 754-4350,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-at-risk-youth/,,,,"eligibility, food, hours, housing, shelter",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-at-risk-youth/,,,agentic_reextract_v2,2026-05-03T09:57:28.837028,NEW AVENUES FOR YOUTH YOUTH OPPORTUNITY CENTER ALBA COLLABORATIVE,
,8f8b77f9c70206d7,ST VINCENT DE PAUL OF LANE COUNTY FIRST PLACE FAMILY CENTER,"Provides a day center with laundry, showers, internet access, mail services, clothing vouchers, on-site clothing, and hygiene supplies. Assistance in obtaining identification documents.","4060 W Amazon Drive Eugene, OR 97405",W Amazon Drive Eugene,OR,97405,(541) 342-7728,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-families/,,,,"eligibility, hours, service",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-families/,,,agentic_reextract_v2,2026-05-03T09:57:28.842488,ST VINCENT DE PAUL OF LANE COUNTY FIRST PLACE FAMILY CENTER,
,07db5f6a5f6f7a39,BOISE RESCUE MISSION MINISTRIES RIVER OF LIFE MEN'S SHELTER,"Offers emergency meals, shelter, and clothing. Shelter services include education, job search assistance, and mental health counseling.","575 S 13th Street Boise, ID 83702",Street Boise,ID,83702,(208) 389-9840,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-men/,,,,"eligibility, hours, mental health, service, shelter",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-men/,,,agentic_reextract_v2,2026-05-03T09:57:28.828722,BOISE RESCUE MISSION MINISTRIES RIVER OF LIFE MEN'S SHELTER,
,7ecced404c5e843d,Basic Needs,< New Search Clothing Baby Clothing X Baby Clothing Programs that pay for or provide new or secondhand clothing and layettes for infants and young children. X Would you like to add a location? Adding your location allows us to show resources near to you. Search All Search Children's Clothing X Children's Clothing Programs that pay for or provide new or secondhand clothing for children and/or adolescents. X Would you like to add a location? Adding your location allows us to show resources near to you. Search All Search Children's Clothing * Foster Children X Would you like to add a location? Adding your location allows us to show resources near to you. Search All Search Clothing Vouchers X Clothing Vouchers Programs that supply coupons that can be exchanged in designated thrift shops or nonprofit organizations for clothing. X Would you like to add a location? Adding your location allows us to show resources near to you. Search All Search General Clothing Provision X General Clothing Provision Programs that provide clothing for people who need it. Available items depend on what has been donated and is on hand at any given time. The collection may include but does not specialize in ch,,,,,,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-women/,,,,"food, phone, program, resources, service, shelter",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-women/,,,agentic_reextract_v2,2026-05-03T09:57:28.881805,Basic Needs,
,2b2c9122a25d929c,"Provides a drop-in center that offers arts and music, mentoring, educational, and outdoor recreational programs","Provides a drop-in center that offers arts and music, mentoring, educational, and outdoor recreational programs. Additional supportive services include bus tickets, haircuts, clothing, and support for pregnancy and parenting. Also offers meals and cooking classes. Accepts donations of food, clothing, and camping gear.","338 NW 6th Avenue Portland, OR 97205",Avenue Portland,OR,97205,(503) 228-6677,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-youth/,,,,"eligibility, food, hours, program, service",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homeless-youth/,,,agentic_reextract_v2,2026-05-03T09:57:28.861720,"Provides a drop-in center that offers arts and music, mentoring, educational, and outdoor recreational programs",
,92e830c0031087c2,TRANSITION PROJECTS RESOURCE CENTER,"Provides assistance in accessing services and agencies to help people transition out of homelessness into stable housing. The center offers showers, laundry, haircuts, clothing, lockers, and mailing address service.","650 NW Irving Street Portland, OR 97209",NW Irving Street Portland,OR,97209,(503) 280-4700,,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homelessness-issues/,,,,"address, eligibility, hours, housing, intake, service",,https://gethelp.211info.org/get-help/basic-needs/general-clothing-provision-homelessness-issues/,,,agentic_reextract_v2,2026-05-03T09:57:28.827255,TRANSITION PROJECTS RESOURCE CENTER,
,5efed56c39980d92,VETERANS STAND DOWNS AND VETERANS EVENTS STAND DOWN EVENTS VETERANS STAND DOWN,"Provides an annual health and wellness resource event. Services may include health screening, medical and dental care, vision, housing resources, counseling and substance abuse referrals, haircuts, pet care, job fairs, help accessing VA services and benefits, DMV and legal assistance. Meals, clothing, and hygiene supplies may also be offered.",,,,,,,https://gethelp.211info.org/get-help/basic-needs/hair-and-nail-care-veterans/,,,,"eligibility, hours, housing, resources, service",,https://gethelp.211info.org/get-help/basic-needs/hair-and-nail-care-veterans/,,,agentic_reextract_v2,2026-05-03T09:57:31.352282,VETERANS STAND DOWNS AND VETERANS EVENTS STAND DOWN EVENTS VETERANS STAND DOWN,
,34cb5644f0b5e84b,VETERANS STAND DOWNS AND VETERANS EVENTS STAND DOWN EVENTS VETERANS STAND DOWN,"Provides an annual health and wellness resource event. Services may include health screening, medical and dental care, vision, housing resources, counseling and substance abuse referrals, haircuts, pet care, job fairs, help accessing VA services and benefits, DMV and legal assistance. Meals, clothing, and hygiene supplies may also be offered.",,,,,,,https://gethelp.211info.org/get-help/basic-needs/hair-and-nail-care/,,,,"eligibility, hours, housing, resources, service",,https://gethelp.211info.org/get-help/basic-needs/hair-and-nail-care/,,,agentic_reextract_v2,2026-05-03T09:57:31.377940,VETERANS STAND DOWNS AND VETERANS EVENTS STAND DOWN EVENTS VETERANS STAND DOWN,
,164981fee5088704,SISTERS HABITAT FOR HUMANITY THRIFT STORE SISTERS HABITAT THRIFT STORE,Provides gently used low cost goods for families in the area that have been donated. Proceeds go toward Habitat for Humanity's affordable homeownership program. Donations and volunteers welcome.,"211 E Cascade Avenue Sisters, OR 97759",E Cascade Avenue Sisters,OR,97759,(541) 549-1740,,https://gethelp.211info.org/get-help/basic-needs/holiday-donations/,,,,"eligibility, hours, program",,https://gethelp.211info.org/get-help/basic-needs/holiday-donations/,,,agentic_reextract_v2,2026-05-03T09:57:31.350844,SISTERS HABITAT FOR HUMANITY THRIFT STORE SISTERS HABITAT THRIFT STORE,
,8813f7ea5e93d197,OUR FOSTER KIDS SCHOOL SUPPLIES AND CHRISTMAS PRESENTS,"Provides back-to-school supplies, Christmas gifts, and birthday cards","1212 SW L Street Grants Pass, OR 97526",SW L Street Grants Pass,OR,97526,(541) 441-7458,,https://gethelp.211info.org/get-help/basic-needs/holiday-gifts-toys-adoption-foster-care-kinship-care-issues/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/holiday-gifts-toys-adoption-foster-care-kinship-care-issues/,,,agentic_reextract_v2,2026-05-03T09:57:31.253264,OUR FOSTER KIDS SCHOOL SUPPLIES AND CHRISTMAS PRESENTS,
,15a4961d3fa05a58,REACHING OUR COMMUNITY ROC RESALE,Provides a thrift store with used clothing and toys. Accepts donations of gently used clothing and toys. Clothing vouchers are available.,"564 SW Foundry Street Grants Pass, OR 97526",SW Foundry Street Grants Pass,OR,97526,(541) 476-3344,,https://gethelp.211info.org/get-help/basic-needs/holiday-gifts-toys/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/holiday-gifts-toys/,,,agentic_reextract_v2,2026-05-03T09:57:31.356470,REACHING OUR COMMUNITY ROC RESALE,
,64a720ddb9a72d29,OREGON STATE DEPARTMENT OF MOTOR VEHICLES OREGON STATE DMV,"Issues drivers licenses, driving permits, and ID cards. Also, does vehicle licensing and registration. The Limited Vision Condition Program provides an opportunity for individuals with a limited vision condition who use a bioptic telescopic lens to be eligible for restricted driving privileges in Oregon. The At-Risk Driver Program evaluates reports about drivers when there is a concern about their ability to operate a motor vehicle safely. The Remission of Fine Orders and Driver License Reinstatement Opportunity forgives fines and fees due to traffic violations that caused legacy suspensions of driver’s licenses before October 1, 2020.","1905 Lana Avenue NE Salem, OR 97314",Lana Avenue NE Salem,OR,97314,(503) 945-5000,,https://gethelp.211info.org/get-help/basic-needs/identification-cards/,,,,"eligibility, hours, program, service",,https://gethelp.211info.org/get-help/basic-needs/identification-cards/,,,agentic_reextract_v2,2026-05-03T09:57:31.251721,OREGON STATE DEPARTMENT OF MOTOR VEHICLES OREGON STATE DMV,
,37b66b1b4cd18b9a,CASCADE AIDS PROJECT TOD'S CORNER,"Provides clothing, household goods (including kitchen items), bedding and linens, and other items. Accepts donations of men's clothing, kitchenware, small appliances, bedding and linens, and bathroom supplies.","10202 SE 32nd Avenue Suite 601 Milwaukie, OR 97222",Milwaukie,OR,97222,(503) 349-4699,,https://gethelp.211info.org/get-help/basic-needs/kitchenware-aids-hiv/,,,,"eligibility, hours",,https://gethelp.211info.org/get-help/basic-needs/kitchenware-aids-hiv/,,,agentic_reextract_v2,2026-05-03T09:57:31.219127,CASCADE AIDS PROJECT TOD'S CORNER,
,8412eb4ffce6e59c,TILLAMOOK ADVENTIST COMMUNITY SERVICES HERALD CENTER,"Provides a shopping-style food pantry and a thrift shop that offers bedding, small household items, personal hygiene supplies, and clothing. Offers community gardening opportunities. Accepts donations for the food pantry and thrift shop.","2710 First Street Tillamook, OR 97141",First Street Tillamook,OR,97141,(503) 842-4794,,https://gethelp.211info.org/get-help/basic-needs/kitchenware/,,,,"eligibility, food, hours",,https://gethelp.211info.org/get-help/basic-needs/kitchenware/,,,agentic_reextract_v2,2026-05-03T09:57:31.279184,TILLAMOOK ADVENTIST COMMUNITY SERVICES HERALD CENTER,
